c1,c2,c3,c4,c5,c6,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,b1,b2,b3,b4,posture
37,84,76,0,0,0,0,47,56,62,55,35,0,0,31,34,55,52,40,24,0,0,0,16,13,4,32,11,16,0,0,99,97,0,0,4
38,85,77,0,0,0,0,47,57,62,55,35,0,0,31,34,55,50,38,21,0,0,0,16,14,4,32,11,16,0,0,99,97,0,0,4
38,85,76,0,0,0,0,48,57,62,55,35,0,0,31,35,55,50,38,21,0,0,0,16,13,4,32,11,16,0,0,99,97,0,0,4
0,0,0,76,57,0,0,33,57,63,57,37,36,9,40,48,56,57,56,49,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
0,0,0,76,57,0,0,34,58,64,59,39,36,10,41,48,57,58,56,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
0,0,0,76,57,0,0,35,59,66,60,41,36,10,41,47,56,58,56,50,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5
0,0,0,77,57,0,0,36,60,66,61,42,37,10,42,47,55,57,56,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
0,0,0,76,58,0,0,33,58,64,59,40,37,10,42,49,57,58,56,50,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
0,0,0,77,59,0,0,26,55,63,57,39,36,10,42,50,57,59,57,50,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
0,0,0,78,59,0,0,25,56,63,58,40,37,10,42,50,57,59,57,50,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
0,0,0,77,59,0,0,31,58,64,59,41,37,10,43,47,55,58,56,49,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,31,58,65,59,42,37,10,42,47,55,58,56,49,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,31,58,65,60,43,38,10,43,48,55,58,56,49,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,31,58,66,61,43,37,10,43,48,56,58,57,50,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,29,58,65,60,42,37,10,43,49,56,59,57,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,26,57,65,60,42,37,10,43,49,57,59,58,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
0,0,0,76,58,0,0,24,57,65,60,43,37,10,43,50,58,60,58,50,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,26,57,66,60,43,38,10,43,50,58,60,58,50,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,29,58,65,60,43,37,10,43,50,57,59,58,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
0,0,0,76,58,0,0,29,58,65,60,43,38,10,43,49,56,59,57,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,30,58,65,61,43,38,10,43,49,56,59,57,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,31,58,66,61,43,38,10,43,49,56,59,57,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
0,0,0,77,58,0,0,33,59,66,61,43,38,10,43,49,56,59,57,49,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
46,88,56,42,71,61,0,0,0,0,0,19,20,6,0,16,6,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46,88,55,40,70,61,0,0,0,0,0,19,21,6,0,16,6,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
47,88,54,41,70,60,0,0,0,0,0,19,20,6,0,16,6,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
48,89,54,41,70,61,0,0,0,0,0,20,20,6,0,16,6,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
48,88,54,41,70,61,0,0,0,0,0,19,20,6,0,16,2,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
47,88,54,40,70,61,0,0,0,0,0,19,21,6,0,16,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
48,89,54,41,70,60,0,0,0,0,0,20,22,6,0,16,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
49,89,55,41,69,60,0,0,0,0,0,20,22,6,0,16,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
50,89,55,40,69,60,0,1,0,0,0,20,21,6,0,16,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
50,89,55,40,69,60,0,0,0,0,0,20,22,6,0,16,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
50,89,55,41,69,60,0,0,0,0,0,20,22,6,0,17,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
50,89,56,41,69,60,0,0,0,0,0,20,23,7,0,16,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
50,89,56,41,69,60,0,0,0,0,0,20,22,6,0,16,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51,89,55,42,69,60,0,0,0,0,0,20,23,7,0,16,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51,89,55,42,69,60,0,0,0,0,0,20,22,7,0,17,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51,89,56,42,69,60,0,0,0,0,0,20,23,7,0,16,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51,89,56,41,69,59,0,0,0,0,0,20,23,7,0,16,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51,89,55,41,69,59,0,0,0,0,0,20,23,7,0,16,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51,89,56,41,68,59,0,0,0,0,0,21,23,7,0,16,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51,89,56,41,68,59,0,0,0,0,0,21,23,7,0,17,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
39,32,0,36,41,35,35,47,46,49,37,9,0,13,30,32,41,45,43,30,0,26,43,66,48,45,47,52,37,24,0,99,96,96,95,1
39,32,0,36,42,35,36,47,46,49,38,10,0,13,30,31,41,45,43,30,0,26,43,66,48,45,47,52,37,24,0,99,96,96,96,1
39,32,0,36,41,35,36,47,45,50,38,10,0,13,30,31,41,44,43,30,0,26,43,66,48,45,47,51,37,24,0,99,96,96,96,1
39,32,0,36,42,35,36,47,46,50,38,10,0,13,30,32,41,44,43,30,0,26,43,66,48,45,48,52,38,25,0,99,96,96,96,1
39,32,0,36,41,34,36,47,46,50,38,10,0,13,30,32,41,44,43,30,0,26,43,66,48,45,48,52,37,26,0,99,96,96,96,1
39,32,0,37,42,35,35,47,46,49,38,10,0,12,29,32,41,45,44,30,0,26,43,65,47,45,49,52,38,25,0,99,96,96,95,1
39,31,0,37,42,35,36,47,46,50,37,10,0,13,30,32,41,45,44,30,0,27,43,66,48,45,48,52,37,24,0,99,96,96,96,1
39,32,0,36,41,35,36,47,46,49,38,10,0,12,30,32,42,45,44,30,0,26,43,66,48,45,49,52,37,24,0,99,96,96,96,1
39,32,0,37,42,35,35,47,46,49,38,10,0,13,30,32,41,45,44,30,0,26,43,66,48,45,49,52,38,24,0,99,96,96,96,1
39,31,0,36,41,35,35,47,46,49,38,10,0,13,30,32,41,45,44,30,0,26,43,66,48,45,49,52,37,24,0,99,96,96,95,1
39,32,0,36,42,35,35,47,46,49,38,10,0,13,30,32,41,45,44,31,0,26,43,66,48,45,49,52,37,24,0,99,96,96,96,1
39,32,0,37,41,35,35,47,46,50,38,10,0,13,30,33,42,45,44,31,0,26,43,66,48,45,49,52,37,25,0,99,96,96,96,1
39,32,0,37,42,35,36,47,46,50,38,10,0,13,30,33,42,45,44,31,0,26,43,66,48,45,48,52,37,24,0,99,96,97,95,1
39,32,0,36,42,35,35,47,46,49,38,10,0,13,30,32,41,45,44,31,0,26,43,66,48,45,49,52,37,24,0,99,96,96,95,1
38,32,0,36,41,35,35,47,46,50,38,10,0,13,30,32,42,45,44,30,0,26,43,66,48,45,49,52,38,24,0,99,96,97,96,1
39,32,0,36,42,35,35,47,46,50,38,10,0,12,30,33,42,45,44,30,0,26,43,66,48,45,49,52,37,24,0,99,96,96,95,1
39,31,0,36,42,35,35,47,45,49,38,10,0,12,30,32,41,45,44,31,0,26,43,66,48,45,49,52,37,24,0,99,96,96,96,1
39,32,0,36,42,35,35,47,46,49,38,10,0,13,30,32,41,45,44,31,0,26,43,66,48,46,49,52,37,25,0,99,96,97,96,1
39,32,0,36,42,35,35,47,46,50,38,10,0,13,30,32,42,45,44,30,0,26,43,66,49,46,49,52,37,24,0,99,96,96,96,1
39,32,0,36,42,35,35,47,46,50,38,10,0,13,30,32,42,44,44,31,0,27,43,66,48,45,49,52,37,24,0,99,96,97,96,1
73,110,96,64,82,63,0,3,6,35,28,45,37,10,34,35,33,33,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,64,82,63,0,3,7,36,29,45,38,12,35,36,34,34,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,95,65,83,63,0,3,7,36,29,46,38,12,36,37,35,34,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,94,66,83,63,0,3,6,36,28,46,38,12,36,37,35,34,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,94,66,83,63,0,3,6,36,28,45,38,12,36,37,35,34,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,95,66,83,63,0,3,7,36,28,45,38,12,36,37,35,34,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,66,83,63,0,3,7,36,28,45,38,12,36,37,35,34,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,110,96,66,83,63,0,3,7,36,29,45,38,12,36,37,35,35,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,95,66,83,63,0,3,8,37,29,45,38,12,36,38,35,35,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,108,95,66,83,63,0,3,8,36,29,46,39,13,37,38,35,35,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,95,66,83,63,0,3,8,37,29,46,39,13,37,38,36,35,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,66,83,63,0,3,7,36,29,46,38,12,36,37,36,35,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,95,66,83,63,0,2,6,36,28,45,38,12,36,37,35,35,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,67,84,63,0,3,7,36,28,46,38,12,36,38,35,35,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,67,84,64,0,3,8,36,29,46,39,12,36,38,36,35,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,110,96,67,84,63,0,3,6,36,29,46,39,12,37,38,36,35,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,67,83,63,0,3,6,36,28,45,38,12,36,38,36,34,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,67,83,64,0,3,7,36,28,45,38,12,36,38,36,35,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,67,84,65,0,3,6,36,27,45,38,12,36,38,36,35,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,109,96,68,84,65,0,3,6,36,28,45,38,12,36,38,36,35,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,65,64,53,86,66,0,0,11,23,27,15,58,50,14,56,22,44,45,34,10,0,0,0,0,0,0,0,0,0,0,99,94,0,0,3
33,70,71,54,81,69,0,2,15,26,29,19,58,43,0,47,19,45,45,36,7,0,0,0,0,0,0,0,0,0,0,99,95,0,0,3
38,71,71,48,77,64,0,4,16,26,29,18,60,45,0,45,16,41,39,26,6,0,0,0,0,0,0,0,0,0,0,99,95,0,0,3
36,70,74,46,76,58,0,0,8,22,25,13,53,36,0,33,12,33,30,21,6,0,0,0,0,0,0,0,0,0,0,99,95,0,0,3
37,72,84,46,76,56,0,0,8,22,27,12,53,37,0,31,11,27,27,19,5,0,0,0,0,0,0,0,0,0,0,99,95,0,0,3
41,74,86,58,77,53,0,0,8,23,23,11,47,33,0,26,10,23,26,16,4,0,0,0,0,0,0,0,0,0,0,99,95,0,0,3
40,74,90,64,79,54,0,0,6,20,19,10,44,30,0,25,9,23,26,16,4,0,0,0,0,0,0,0,0,0,0,99,96,0,0,3
40,75,92,62,80,54,0,0,5,20,19,10,43,30,0,23,8,23,27,16,3,0,0,0,0,0,0,0,0,0,0,99,96,0,0,3
38,73,90,65,83,56,0,0,5,19,18,10,41,29,0,24,8,24,29,16,3,0,0,0,0,0,0,0,0,0,0,99,96,0,0,3
36,72,89,70,86,56,0,0,5,17,15,9,38,27,0,24,9,25,30,16,3,0,0,0,0,0,0,0,0,0,0,99,96,0,0,3
35,70,87,70,88,58,0,0,5,17,16,9,39,28,0,26,9,28,32,17,4,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
36,72,87,69,86,58,0,0,5,18,17,10,42,31,0,27,9,27,32,17,4,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
36,72,89,69,86,57,0,0,5,18,18,10,43,31,0,26,9,25,31,17,3,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
37,73,90,68,85,56,0,0,5,18,18,10,43,32,0,27,9,26,32,18,2,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
38,72,89,68,87,58,0,0,5,18,17,10,42,32,0,27,10,28,34,18,5,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
35,71,86,70,88,60,0,0,5,19,16,10,41,30,0,26,9,27,34,19,4,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
35,71,88,71,87,59,0,0,5,19,18,9,41,30,0,28,9,28,34,19,5,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
36,72,87,69,86,57,0,0,6,19,20,10,44,33,0,28,9,28,34,19,5,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
37,73,88,66,84,56,0,0,6,20,20,10,44,33,0,27,9,26,34,18,3,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
38,73,90,65,84,56,0,0,6,20,20,10,44,32,0,27,8,26,33,18,3,0,0,0,0,0,0,0,0,0,0,99,97,0,0,3
50,81,62,0,0,0,0,34,61,64,63,66,83,62,20,35,49,55,50,36,0,0,17,33,16,12,36,10,16,10,0,99,88,97,26,4
50,81,62,0,0,0,0,33,61,65,63,66,83,63,20,35,49,55,50,36,0,0,16,32,15,13,36,11,16,10,0,99,88,97,28,4
49,81,62,0,0,0,0,33,60,64,63,66,83,62,20,35,49,55,51,36,0,0,16,33,16,13,36,11,16,10,0,99,89,97,33,4
49,81,61,0,0,0,0,33,60,64,63,66,83,62,20,35,49,55,51,36,0,0,15,32,16,13,36,12,16,10,0,99,90,97,37,4
49,81,61,0,0,0,0,31,60,65,63,66,83,62,20,35,49,55,51,36,0,0,15,32,16,13,36,12,16,10,0,99,90,97,40,4
49,81,61,0,0,0,0,32,60,65,63,66,83,63,20,36,50,56,52,36,0,0,15,31,16,12,36,13,17,10,0,99,90,97,44,4
48,81,61,0,0,0,0,30,60,64,63,66,83,62,20,36,49,56,52,36,0,0,14,31,15,12,36,13,17,10,0,99,91,97,43,4
48,81,61,0,0,0,0,31,60,64,63,66,83,62,20,36,49,55,51,36,0,0,14,32,16,13,36,12,16,10,0,99,91,97,43,4
48,81,61,0,0,0,0,32,60,65,63,66,84,63,20,35,49,55,51,37,0,0,15,32,16,12,36,11,16,10,0,99,90,97,45,4
49,81,61,0,0,0,0,32,60,64,63,66,83,62,20,36,49,55,52,36,0,0,15,32,16,12,36,13,17,10,0,99,90,97,47,4
49,81,61,0,0,0,0,31,60,64,63,66,83,62,20,36,49,56,52,37,0,0,14,32,16,12,36,14,17,10,0,99,91,97,53,4
48,80,61,0,0,0,0,31,60,64,63,66,83,62,20,35,49,56,53,37,0,0,14,32,16,12,36,13,17,10,0,99,92,97,55,4
49,81,61,0,0,0,0,32,60,65,63,66,83,62,20,36,50,56,53,37,0,0,14,31,16,12,36,15,18,10,0,99,92,97,61,4
48,81,61,0,0,0,0,30,60,64,63,66,83,62,20,36,50,56,53,36,0,0,15,31,16,12,36,13,17,9,0,99,92,97,66,4
48,81,61,0,0,0,0,35,60,64,63,66,84,63,19,32,47,52,45,34,0,0,16,31,16,13,37,0,6,6,0,99,92,97,75,4
49,82,63,0,0,0,0,39,62,67,66,69,86,65,19,28,43,48,42,30,0,0,19,33,17,14,33,0,3,6,0,99,89,97,0,4
56,88,65,0,0,0,0,42,62,66,65,65,78,61,20,24,42,47,37,28,0,0,23,36,20,15,32,0,3,4,0,99,90,97,0,4
57,89,67,0,0,0,0,30,59,66,63,60,71,61,23,22,40,43,33,23,0,0,24,39,23,20,35,9,7,4,0,99,92,97,0,4
52,86,67,0,0,0,0,31,60,66,64,63,76,65,23,25,38,43,34,23,0,0,24,41,26,22,41,11,7,4,0,99,92,97,0,4
54,85,66,0,0,0,0,36,60,66,65,66,81,64,21,23,39,43,31,23,0,0,24,40,23,21,42,4,8,5,0,99,94,97,0,4
0,0,0,51,56,50,0,0,45,60,62,77,90,63,10,44,54,63,61,56,43,0,0,4,8,14,18,23,37,29,7,99,97,98,93,5
0,0,0,51,56,50,0,0,46,60,62,76,90,63,10,44,54,63,61,56,43,0,0,4,8,15,18,23,37,29,7,99,97,98,93,5
0,0,0,50,56,50,0,0,46,60,62,77,90,63,10,44,54,63,61,56,43,0,0,4,8,15,18,22,37,29,7,99,96,98,93,5
0,0,0,51,56,50,0,0,46,61,62,77,90,63,10,44,54,63,61,56,43,0,0,4,9,15,18,21,36,29,7,99,96,98,93,5
0,0,0,50,55,49,0,0,46,61,62,77,90,63,10,44,53,62,61,56,43,0,0,4,8,14,17,20,36,28,7,99,96,98,93,5
0,0,0,49,54,49,0,0,43,61,62,76,90,63,10,43,53,62,61,56,43,0,0,3,8,14,17,20,35,28,7,99,96,98,94,5
0,0,0,50,55,50,0,0,43,61,62,76,90,64,10,43,53,63,62,56,44,0,0,4,8,14,18,20,36,29,7,99,96,98,94,5
0,0,0,50,56,51,0,0,41,59,62,76,88,62,10,44,54,64,63,58,46,0,0,4,8,14,17,21,37,29,7,99,96,98,94,5
0,0,0,50,56,52,0,0,40,58,61,76,86,60,10,45,54,64,63,59,47,0,0,3,8,13,18,22,37,29,7,99,96,98,94,5
0,0,0,50,57,51,0,0,41,58,62,76,87,61,10,45,54,64,63,58,46,0,0,4,8,14,18,22,37,30,7,99,96,98,94,5
0,0,0,50,56,50,0,0,41,59,62,77,89,62,10,45,55,64,64,58,46,0,0,4,8,14,19,23,38,29,7,99,96,98,94,5
0,0,0,49,56,50,0,0,42,60,62,77,89,63,10,45,55,64,63,57,45,0,0,3,9,14,18,23,38,29,7,99,96,98,94,5
0,0,0,49,56,50,0,0,42,60,63,77,89,63,10,45,55,64,63,57,45,0,0,4,9,14,19,23,38,29,8,99,96,98,94,5
0,0,0,49,56,50,0,0,42,60,62,77,89,63,10,45,55,64,63,57,46,0,0,4,9,14,19,23,38,29,8,99,96,98,94,5
0,0,0,49,56,50,0,0,42,60,63,77,90,63,10,45,55,64,63,58,46,0,0,4,9,15,19,23,38,29,8,99,96,98,94,5
0,0,0,49,56,50,0,0,42,60,62,77,90,63,10,45,54,64,63,58,46,0,0,4,9,14,19,23,38,29,8,99,96,98,94,5
0,0,0,49,56,50,0,0,43,60,63,77,90,63,10,45,54,64,63,58,45,0,0,4,9,15,18,23,38,29,8,99,96,98,94,5
0,0,0,49,56,50,0,0,43,60,63,77,90,63,10,45,55,64,63,58,46,0,0,4,9,15,18,24,38,30,9,99,96,98,94,5
0,0,0,50,56,50,0,0,43,60,63,77,90,63,10,45,55,64,63,58,46,0,0,4,9,15,19,23,38,29,8,99,96,98,94,5
0,0,0,49,56,50,0,0,43,60,62,77,90,63,10,45,55,64,63,57,45,0,0,4,9,15,19,23,38,29,8,99,96,98,94,5
57,51,13,13,68,52,32,55,59,56,50,36,9,17,0,27,46,51,57,49,27,23,33,46,33,33,30,35,38,33,22,0,0,97,96,6
57,52,14,14,68,51,31,55,59,56,50,36,9,17,0,27,46,52,57,49,28,23,33,46,32,32,30,35,38,33,22,0,0,97,96,6
56,50,13,13,68,52,31,55,59,56,50,35,8,16,0,28,46,51,57,49,27,23,33,46,32,32,30,35,38,33,22,0,0,97,96,6
57,50,13,13,69,52,31,55,59,56,50,35,8,18,0,28,46,52,57,49,27,23,33,46,32,32,30,34,38,33,22,0,0,97,96,6
56,49,11,14,70,52,31,54,59,56,50,34,7,16,0,29,46,52,57,47,25,23,33,46,32,32,30,34,39,33,22,0,0,97,96,6
53,40,9,14,72,52,28,52,57,55,48,30,9,17,0,30,47,52,56,44,23,23,33,46,32,33,30,36,39,33,22,0,0,97,96,6
51,36,8,14,75,51,29,50,56,54,48,29,9,18,1,31,47,52,56,39,19,23,33,45,31,31,30,35,39,33,21,0,0,97,96,6
51,37,9,15,78,51,30,50,57,54,47,28,10,18,2,31,47,52,55,35,16,23,32,44,30,30,30,34,39,33,22,0,0,97,96,6
51,36,9,15,80,51,29,50,56,54,47,28,10,18,1,30,48,52,55,37,16,21,31,44,29,31,30,35,39,33,21,0,0,97,96,6
50,34,8,15,71,48,27,49,55,53,46,29,6,14,0,28,46,50,52,33,14,21,31,44,28,27,30,34,36,33,20,0,0,97,96,6
50,41,5,13,33,40,25,50,55,54,46,29,3,11,1,18,41,46,50,34,16,22,31,43,26,26,29,37,37,33,20,0,0,97,96,6
53,85,5,12,22,36,21,45,52,52,46,30,2,10,2,18,39,46,50,35,19,20,30,43,25,26,31,39,40,34,22,0,0,97,97,6
52,60,6,12,29,38,19,43,51,53,47,30,2,9,0,18,40,47,50,36,20,20,31,44,27,28,30,34,39,33,23,0,0,97,96,6
42,27,5,18,71,46,20,41,47,50,45,24,9,12,0,18,41,45,49,34,16,20,29,44,27,32,30,36,40,35,23,0,0,97,97,6
46,33,6,13,63,46,22,37,45,49,44,25,8,15,0,21,43,47,50,38,20,19,28,43,27,31,31,36,40,35,24,0,0,97,96,6
51,37,6,11,47,42,22,36,43,46,43,26,6,15,0,20,43,47,50,40,23,20,29,43,29,31,32,39,41,35,24,0,0,97,96,6
53,40,6,10,33,39,21,36,43,46,43,25,6,16,0,20,42,47,50,40,23,20,29,43,29,32,32,39,41,35,25,0,0,97,96,6
54,41,6,10,31,39,22,36,43,46,43,25,6,16,0,20,42,47,50,41,25,20,30,43,30,32,33,40,41,35,24,0,0,97,96,6
54,42,6,10,31,38,23,36,43,46,43,25,6,17,0,20,41,47,50,41,25,21,30,44,30,33,33,40,41,35,24,0,0,97,96,6
55,42,6,10,31,38,23,36,43,46,43,25,6,17,0,20,41,47,50,42,26,21,30,44,30,33,33,40,41,35,25,0,0,97,96,6
